=== 语义排序结果体验 ===
算法: sorted_pure_hamming_opt_2000.txt
单词总数: 2000
【核心性能与质量指标】
- 排序计算耗时: 259.830 ms
- 平均相邻汉明距离: 589.99 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 903 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 1997
--------------------------------------------------

00001. handshake          (起点)
01906. special effects    (相邻汉明距离: 811)
01907. Indies             (相邻汉明距离: 818)
01908. in black and white (相邻汉明距离: 815)
01909. highbrow           (相邻汉明距离: 799)
01910. housewifery        (相邻汉明距离: 760)
01911. group-living       (相邻汉明距离: 785)
01912. control group      (相邻汉明距离: 665)
01913. context-free language (相邻汉明距离: 808)
01914. continuation clause (相邻汉明距离: 812)
01915. continental climate (相邻汉明距离: 787)
01916. continental drift  (相邻汉明距离: 653)
01917. convection current (相邻汉明距离: 759)
01918. convection zone    (相邻汉明距离: 496)
01919. solar system       (相邻汉明距离: 763)
01920. see stars          (相邻汉明距离: 781)
01921. dipstick           (相邻汉明距离: 848)
01922. lotion             (相邻汉明距离: 789)
01923. illumination       (相邻汉明距离: 764)
01924. inhaler            (相邻汉明距离: 798)
01925. herbivore          (相邻汉明距离: 880)
01926. herbage            (相邻汉明距离: 662)
01927. hereditary         (相邻汉明距离: 671)
01928. transgene          (相邻汉明距离: 734)
01929. carcinogen         (相邻汉明距离: 734)
01930. cuckoo-bird        (相邻汉明距离: 815)
01931. gazelle            (相邻汉明距离: 772)
01932. Beagle             (相邻汉明距离: 711)
01933. lion dance         (相邻汉明距离: 759)
01934. Chinese New Year's Eve (相邻汉明距离: 796)
01935. Father Christmas   (相邻汉明距离: 775)
01936. February           (相邻汉明距离: 865)
01937. Feb.               (相邻汉明距离: 544)
01938. Jan.               (相邻汉明距离: 591)
01939. in respect of      (相邻汉明距离: 830)
01940. have influence over (相邻汉明距离: 773)
01941. could as well      (相邻汉明距离: 780)
01942. have been          (相邻汉明距离: 782)
01943. feel so proud to be (相邻汉明距离: 818)
01944. feel the pinch     (相邻汉明距离: 725)
01945. get engaged        (相邻汉明距离: 790)
01946. green with envy    (相邻汉明距离: 793)
01947. Feel free to look around (相邻汉明距离: 818)
01948. How soon ...       (相邻汉明距离: 779)
01949. Quick Response code (相邻汉明距离: 832)
01950. collect toy cars   (相邻汉明距离: 827)
01951. diet cola          (相邻汉明距离: 776)
01952. draft beer         (相邻汉明距离: 786)
01953. fire drill         (相邻汉明距离: 830)
01954. relay race         (相邻汉明距离: 805)
01955. decathlon          (相邻汉明距离: 761)
01956. fitness program    (相邻汉明距离: 785)
01957. fit on technical jobs (相邻汉明距离: 767)
01958. retiring           (相邻汉明距离: 830)
01959. Irish Republican Army (相邻汉明距离: 878)
01960. the Democratic Party (相邻汉明距离: 801)
01961. Liberal Democrat   (相邻汉明距离: 572)
01962. House of Lords     (相邻汉明距离: 742)
01963. Hilltop School     (相邻汉明距离: 847)
01964. sand in the hourglass (相邻汉明距离: 842)
01965. chains of islands  (相邻汉明距离: 810)
01966. New Territories    (相邻汉明距离: 785)
01967. cropland           (相邻汉明距离: 833)
01968. cattle breeding    (相邻汉明距离: 799)
01969. bar mitzvah        (相邻汉明距离: 845)
01970. What does it mean? (相邻汉明距离: 828)
01971. What day is today? (相邻汉明距离: 791)
01972. come natural to sb. (相邻汉明距离: 823)
01973. tame nature        (相邻汉明距离: 743)
01974. dining car         (相邻汉明距离: 842)
01975. dance to jazz music (相邻汉明距离: 872)
01976. brush one’s teeth  (相邻汉明距离: 872)
01977. Honesty is the best policy. (相邻汉明距离: 878)
01978. equity issue       (相邻汉明距离: 873)
01979. coquetry           (相邻汉明距离: 830)
01980. I got so fed up.   (相邻汉明距离: 859)
01981. How much do I owe you (相邻汉明距离: 840)
01982. ordinal numbers    (相邻汉明距离: 823)
01983. parallelogram      (相邻汉明距离: 842)
01984. debutante          (相邻汉明距离: 846)
01985. costume party      (相邻汉明距离: 762)
01986. clothes-line       (相邻汉明距离: 774)
01987. cycling shoes      (相邻汉明距离: 828)
01988. cheer-leading squad (相邻汉明距离: 852)
01989. a medical team     (相邻汉明距离: 757)
01990. daycare            (相邻汉明距离: 861)
01991. pay raise          (相邻汉明距离: 872)
01992. copolymer          (相邻汉明距离: 903)
01993. condensation polymer (相邻汉明距离: 550)
01994. consumer market    (相邻汉明距离: 879)
01995. # PDF Max Sequence Number: 1575 (相邻汉明距离: 879)
01996. Industry Standard Architecture (相邻汉明距离: 884)
01997. Graphics Accelerator (相邻汉明距离: 768)
01998. computation center (相邻汉明距离: 821)
01999. data protection    (相邻汉明距离: 848)
02000. data protection act (相邻汉明距离: 392)
