=== 语义排序结果体验 ===
算法: sorted_hybrid_tsp_opt_2000.txt
单词总数: 2000
【核心性能与质量指标】
- 排序计算耗时: 74.508 ms
- 平均相邻汉明距离: 690.02 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 904 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 1998
--------------------------------------------------

00001. handshake          (起点)
01906. heartthrob         (相邻汉明距离: 725)
01907. corset             (相邻汉明距离: 796)
01908. czarina            (相邻汉明距离: 789)
01909. concubine          (相邻汉明距离: 710)
01910. housewifery        (相邻汉明距离: 784)
01911. chef d'oeuvre      (相邻汉明距离: 803)
01912. portraiture        (相邻汉明距离: 831)
01913. filmmaking         (相邻汉明距离: 856)
01914. construction site  (相邻汉明距离: 827)
01915. transgene          (相邻汉明距离: 846)
01916. carcinogen         (相邻汉明距离: 734)
01917. condensation polymer (相邻汉明距离: 840)
01918. copolymer          (相邻汉明距离: 550)
01919. cosmology          (相邻汉明距离: 842)
01920. see stars          (相邻汉明距离: 848)
01921. solar system       (相邻汉明距离: 781)
01922. digestive system   (相邻汉明距离: 736)
01923. dietary            (相邻汉明距离: 752)
01924. field type         (相邻汉明距离: 846)
01925. column report      (相邻汉明距离: 802)
01926. check a list       (相邻汉明距离: 806)
01927. debugger           (相邻汉明距离: 835)
01928. debugging tool     (相邻汉明距离: 478)
01929. detecting system   (相邻汉明距离: 734)
01930. detective          (相邻汉明距离: 660)
01931. factoid            (相邻汉明距离: 778)
01932. Hotel Booking Service (相邻汉明距离: 827)
01933. headquarters       (相邻汉明距离: 817)
01934. Bund               (相邻汉明距离: 772)
01935. down the street    (相邻汉明距离: 802)
01936. dance to jazz music (相邻汉明距离: 836)
01937. ballroom dancing   (相邻汉明距离: 660)
01938. draft beer         (相邻汉明距离: 855)
01939. draft on demand    (相邻汉明距离: 736)
01940. dark shading       (相邻汉明距离: 797)
01941. down coat          (相邻汉明距离: 778)
01942. costume party      (相邻汉明距离: 791)
01943. Chinese New Year's Eve (相邻汉明距离: 810)
01944. Father Christmas   (相邻汉明距离: 775)
01945. His name is Jack.  (相邻汉明距离: 786)
01946. Jan.               (相邻汉明距离: 836)
01947. Feb.               (相邻汉明距离: 591)
01948. parallelogram      (相邻汉明距离: 826)
01949. in principle       (相邻汉明距离: 833)
01950. Honesty is the best policy. (相邻汉明距离: 794)
01951. What does it mean? (相邻汉明距离: 849)
01952. What day is today? (相邻汉明距离: 791)
01953. How much do I owe you (相邻汉明距离: 854)
01954. current expense    (相邻汉明距离: 804)
01955. cost variance      (相邻汉明距离: 734)
01956. cost of living index (相邻汉明距离: 735)
01957. developing countries (相邻汉明距离: 852)
01958. develop an essay out of it (相邻汉明距离: 786)
01959. deed of security   (相邻汉明距离: 855)
01960. contract of service (相邻汉明距离: 797)
01961. confer a medal on sb. (相邻汉明距离: 813)
01962. bar mitzvah        (相邻汉明距离: 813)
01963. Gregorian chant    (相邻汉明距离: 860)
01964. Albanian           (相邻汉明距离: 851)
01965. herbivore          (相邻汉明距离: 871)
01966. microbiologist     (相邻汉明距离: 808)
01967. derivative         (相邻汉明距离: 883)
01968. deregulation       (相邻汉明距离: 827)
01969. delete list        (相邻汉明距离: 793)
01970. Harvard Law (School) (相邻汉明距离: 877)
01971. Hilltop School     (相邻汉明距离: 766)
01972. Haidian Theater    (相邻汉明距离: 842)
01973. General Secretary  (相邻汉明距离: 836)
01974. dictatorship       (相邻汉明距离: 806)
01975. the Democratic Party (相邻汉明距离: 801)
01976. Irish Republican Army (相邻汉明距离: 801)
01977. coral reef         (相邻汉明距离: 863)
01978. chains of islands  (相邻汉明距离: 787)
01979. sand in the hourglass (相邻汉明距离: 810)
01980. inhaler            (相邻汉明距离: 834)
01981. intercede          (相邻汉明距离: 797)
01982. a prayer meeting   (相邻汉明距离: 807)
01983. courtesy bus       (相邻汉明距离: 856)
01984. a passenger load   (相邻汉明距离: 822)
01985. DVD player DVD     (相邻汉明距离: 863)
01986. collect toy cars   (相邻汉明距离: 873)
01987. Houston Rockets    (相邻汉明距离: 891)
01988. despite the odds   (相邻汉明距离: 870)
01989. lock a file        (相邻汉明距离: 884)
01990. change formatting  (相邻汉明距离: 866)
01991. tame nature        (相邻汉明距离: 890)
01992. cycling shoes      (相邻汉明距离: 903)
01993. eye exercises      (相邻汉明距离: 862)
01994. equity issue       (相邻汉明距离: 868)
01995. chemical-dependency (相邻汉明距离: 853)
01996. design requirement (相邻汉明距离: 856)
01997. digital signalling (相邻汉明距离: 846)
01998. digital information (相邻汉明距离: 706)
01999. data protection act (相邻汉明距离: 847)
02000. pay raise          (相邻汉明距离: 904)
