=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
09056. Java               (相邻汉明距离: 616)
09057. python             (相邻汉明距离: 696)
09058. # ------------------------------- (相邻汉明距离: 702)
09059. pendent            (相邻汉明距离: 746)
09060. chained            (相邻汉明距离: 692)
09061. chains of islands  (相邻汉明距离: 652)
09062. Aleutian Islands   (相邻汉明距离: 643)
09063. Rickers Island     (相邻汉明距离: 650)
09064. rickets            (相邻汉明距离: 691)
09065. rough luck         (相邻汉明距离: 683)
09066. go through (bear) hardship (相邻汉明距离: 708)
09067. forbearing         (相邻汉明距离: 682)
09068. forebode           (相邻汉明距离: 614)
09069. foreknowledge      (相邻汉明距离: 579)
09070. forge ahead        (相邻汉明距离: 598)
09071. foreshadows        (相邻汉明距离: 637)
09072. foreshore          (相邻汉明距离: 605)
09073. frontispiece       (相邻汉明距离: 722)
09074. friendly front-end (相邻汉明距离: 680)
09075. get a view of      (相邻汉明距离: 703)
09076. a point of view    (相邻汉明距离: 683)
09077. poignancy          (相邻汉明距离: 717)
09078. dignity            (相邻汉明距离: 709)
09079. martyrdom          (相邻汉明距离: 722)
09080. genocide           (相邻汉明距离: 700)
09081. guillotine         (相邻汉明距离: 751)
09082. hacksaw            (相邻汉明距离: 720)
09083. hassock            (相邻汉明距离: 692)
09084. hors d'oeuvres     (相邻汉明距离: 705)
09085. dessert            (相邻汉明距离: 617)
09086. gingerbread        (相邻汉明距离: 647)
09087. meringue           (相邻汉明距离: 658)
09088. humming            (相邻汉明距离: 733)
09089. humidify           (相邻汉明距离: 590)
09090. humidifier         (相邻汉明距离: 325)
09091. hot water          (相邻汉明距离: 699)
09092. get into hot water (相邻汉明距离: 565)
09093. hot money          (相邻汉明距离: 663)
09094. have a cold        (相邻汉明距离: 736)
09095. have a swim        (相邻汉明距离: 717)
09096. go swimming        (相邻汉明距离: 470)
09097. swimmingpool       (相邻汉明距离: 537)
09098. pooling of interest (相邻汉明距离: 692)
09099. interbank borrowing rate (相邻汉明距离: 750)
09100. interest rebate    (相邻汉明距离: 709)
09101. financial incentive (相邻汉明距离: 729)
09102. incentive compensation (相邻汉明距离: 413)
09103. kickback           (相邻汉明距离: 781)
09104. ring back          (相邻汉明距离: 689)
09105. ring off the hook  (相邻汉明距离: 650)
09106. hooking up         (相邻汉明距离: 563)
09107. hook up            (相邻汉明距离: 352)
09108. handlebar          (相邻汉明距离: 712)
09109. handlebars         (相邻汉明距离: 331)
09110. gulp               (相邻汉明距离: 776)
09111. jest               (相邻汉明距离: 578)
09112. functional test    (相邻汉明距离: 706)
09113. false signal       (相邻汉明距离: 727)
09114. digital signalling (相邻汉明距离: 710)
09115. digital audio tape (相邻汉明距离: 705)
09116. digitizing pad     (相邻汉明距离: 744)
09117. gadgeteer          (相邻汉明距离: 773)
09118. mote               (相邻汉明距离: 711)
09119. Myoto              (相邻汉明距离: 604)
09120. Matsushita         (相邻汉明距离: 710)
09121. Matsushita (company) (相邻汉明距离: 247)
09122. Mattel Toy Company (相邻汉明距离: 640)
09123. collect toy cars   (相邻汉明距离: 643)
09124. toy plane          (相邻汉明距离: 614)
09125. by plane           (相邻汉明距离: 703)
09126. integrated planning (相邻汉明距离: 705)
09127. impresario         (相邻汉明距离: 777)
09128. improbable         (相邻汉明距离: 717)
09129. unforgivable       (相邻汉明距离: 754)
09130. good heavens       (相邻汉明距离: 731)
09131. heavenly           (相邻汉明距离: 518)
09132. hemispherical      (相邻汉明距离: 671)
09133. headquarter        (相邻汉明距离: 711)
09134. headquarters       (相邻汉明距离: 290)
09135. entitle            (相邻汉明距离: 755)
09136. effort             (相邻汉明距离: 704)
09137. courageous         (相邻汉明距离: 710)
09138. resourceful        (相邻汉明距离: 665)
09139. resilience         (相邻汉明距离: 656)
09140. morale             (相邻汉明距离: 684)
09141. military           (相邻汉明距离: 675)
09142. join the army      (相邻汉明距离: 677)
09143. get out of the army (相邻汉明距离: 564)
09144. out of employment  (相邻汉明距离: 639)
09145. employment office  (相邻汉明距离: 621)
09146. executive recruiters (相邻汉明距离: 771)
09147. executive ability  (相邻汉明距离: 662)
09148. knowhow            (相邻汉明距离: 762)
09149. know... backwards  (相邻汉明距离: 663)
09150. fall behind        (相邻汉明距离: 691)
09151. lag behind         (相邻汉明距离: 478)
09152. lingering          (相邻汉明距离: 719)
09153. lignocaine         (相邻汉明距离: 738)
09154. Adrenalin          (相邻汉明距离: 723)
09155. perspire           (相邻汉明距离: 706)
09156. lachrymose         (相邻汉明距离: 659)
09157. lacquer            (相邻汉明距离: 675)
09158. lucre              (相邻汉明距离: 747)
09159. loophole           (相邻汉明距离: 745)
09160. foxhole            (相邻汉明距离: 615)
09161. hoaxer             (相邻汉明距离: 664)
09162. fanatical          (相邻汉明距离: 753)
09163. fiendishly         (相邻汉明距离: 648)
09164. favouritism        (相邻汉明距离: 718)
09165. laissez-faire      (相邻汉明距离: 712)
09166. letting            (相邻汉明距离: 637)
09167. let us             (相邻汉明距离: 690)
09168. This is for you.   (相邻汉明距离: 755)
09169. applyfor           (相邻汉明距离: 741)
09170. find application   (相邻汉明距离: 561)
09171. Appli              (相邻汉明距离: 537)
09172. appetising         (相邻汉明距离: 691)
09173. attuned            (相邻汉明距离: 669)
09174. toned              (相邻汉明距离: 700)
09175. halftone           (相邻汉明距离: 694)
09176. haze               (相邻汉明距离: 724)
09177. hologram           (相邻汉明距离: 716)
09178. hexagon            (相邻汉明距离: 733)
09179. helot              (相邻汉明距离: 702)
09180. chalet             (相邻汉明距离: 694)
09181. Swiss cheese       (相邻汉明距离: 718)
09182. lasagna            (相邻汉明距离: 753)
09183. longan             (相邻汉明距离: 696)
09184. jack-o'-lantern    (相邻汉明距离: 676)
09185. ganglion           (相邻汉明距离: 753)
09186. jaw muscle         (相邻汉明距离: 724)
09187. jaywalk            (相邻汉明距离: 720)
09188. fairway            (相邻汉明距离: 689)
09189. hallway            (相邻汉明距离: 713)
09190. ground floor       (相邻汉明距离: 728)
09191. groundwork         (相邻汉明距离: 564)
09192. mechanics          (相邻汉明距离: 773)
09193. fixed disk         (相邻汉明距离: 736)
09194. flexible disk      (相邻汉明距离: 561)
09195. flying disk        (相邻汉明距离: 616)
09196. freeze panes       (相邻汉明距离: 778)
09197. pulsate            (相邻汉明距离: 758)
09198. pusillanimous      (相邻汉明距离: 716)
09199. sedulous           (相邻汉明距离: 721)
09200. sonorous           (相邻汉明距离: 715)
09201. sonata             (相邻汉明距离: 592)
09202. fiat               (相邻汉明距离: 682)
09203. Italian            (相邻汉明距离: 717)
09204. Albanian           (相邻汉明距离: 662)
09205. Argentinian        (相邻汉明距离: 741)
09206. Primera Liga       (相邻汉明距离: 706)
09207. premiership        (相邻汉明距离: 665)
09208. premiere           (相邻汉明距离: 543)
09209. data projector     (相邻汉明距离: 744)
09210. desktop presentations (相邻汉明距离: 705)
09211. desktop publishing (相邻汉明距离: 645)
09212. PDF                (相邻汉明距离: 742)
09213. e-book             (相邻汉明距离: 702)
09214. math book          (相邻汉明距离: 688)
09215. bookworm           (相邻汉明距离: 688)
09216. housebreaker       (相邻汉明距离: 782)
09217. shocker            (相邻汉明距离: 702)
09218. culture shock      (相邻汉明距离: 586)
09219. forcing culture    (相邻汉明距离: 724)
09220. culling            (相邻汉明距离: 769)
09221. cucumber           (相邻汉明距离: 713)
09222. rococo             (相邻汉明距离: 691)
09223. fresco             (相邻汉明距离: 663)
09224. fretwork           (相邻汉明距离: 661)
09225. fishing tackle     (相邻汉明距离: 744)
09226. fishing net        (相邻汉明距离: 607)
09227. noodle(s)          (相邻汉明距离: 777)
09228. corpuscle          (相邻汉明距离: 766)
09229. cornice            (相邻汉明距离: 667)
09230. coring bit         (相邻汉明距离: 703)
09231. cordless           (相邻汉明距离: 776)
09232. horse collar       (相邻汉明距离: 752)
09233. furrier            (相邻汉明距离: 727)
09234. man's best friend  (相邻汉明距离: 737)
09235. penfriend          (相邻汉明距离: 690)
09236. fraternal          (相邻汉明距离: 733)
09237. compatriot         (相邻汉明距离: 750)
09238. communists         (相邻汉明距离: 715)
09239. proletariat        (相邻汉明距离: 647)
09240. dispossessed       (相邻汉明距离: 734)
09241. dispose of         (相邻汉明距离: 662)
09242. exterminate        (相邻汉明距离: 690)
09243. exterminator       (相邻汉明距离: 482)
09244. siren              (相邻汉明距离: 706)
09245. cynosure           (相邻汉明距离: 723)
09246. extrasensory       (相邻汉明距离: 761)
09247. extrasensory perception (相邻汉明距离: 277)
09248. special effects    (相邻汉明距离: 759)
09249. fluoroscopy        (相邻汉明距离: 801)
09250. helical scan       (相邻汉明距离: 698)
09251. filament           (相邻汉明距离: 754)
09252. figurine           (相邻汉明距离: 756)
09253. personify          (相邻汉明距离: 709)
09254. in character       (相邻汉明距离: 726)
09255. charwoman          (相邻汉明距离: 725)
09256. matron             (相邻汉明距离: 643)
09257. Mortimer           (相邻汉明距离: 732)
09258. Faust              (相邻汉明距离: 795)
09259. persuasion         (相邻汉明距离: 724)
09260. popular            (相邻汉明距离: 743)
09261. Populist           (相邻汉明距离: 633)
09262. Luddite            (相邻汉明距离: 730)
09263. detective          (相邻汉明距离: 776)
09264. detector station   (相邻汉明距离: 649)
09265. checkout lane      (相邻汉明距离: 746)
09266. crosscheck         (相邻汉明距离: 730)
09267. look-up function   (相邻汉明距离: 717)
09268. Feel free to look around (相邻汉明距离: 767)
09269. Amid               (相邻汉明距离: 767)
09270. in all directions  (相邻汉明距离: 758)
09271. in many ways       (相邻汉明距离: 703)
09272. in this manner     (相邻汉明距离: 622)
09273. It's the way it should be. (相邻汉明距离: 738)
09274. It is time to      (相邻汉明距离: 662)
09275. It was some time before (相邻汉明距离: 660)
09276. How soon ...       (相邻汉明距离: 693)
09277. sooner             (相邻汉明距离: 655)
09278. ever so            (相邻汉明距离: 649)
09279. ... so I have heard. (相邻汉明距离: 713)
09280. I happen to...     (相邻汉明距离: 757)
09281. It (so) happened that (相邻汉明距离: 623)
09282. What happened?     (相邻汉明距离: 659)
09283. How are things     (相邻汉明距离: 711)
09284. object to (doing something) (相邻汉明距离: 730)
09285. pass sth on to someone (相邻汉明距离: 685)
09286. get there          (相邻汉明距离: 733)
09287. Have a seat.       (相邻汉明距离: 752)
09288. No eating or drinking. (相邻汉明距离: 732)
09289. have no intention of doing sth. (相邻汉明距离: 726)
09290. hesitantly         (相邻汉明距离: 704)
09291. hindsight          (相邻汉明距离: 695)
09292. synthesise         (相邻汉明距离: 753)
09293. generative         (相邻汉明距离: 676)
09294. generating station (相邻汉明距离: 653)
09295. filling station    (相邻汉明距离: 705)
09296. replenish          (相邻汉明距离: 769)
09297. non-renewable      (相邻汉明距离: 736)
09298. unsustainability   (相邻汉明距离: 672)
09299. unconstitutional   (相邻汉明距离: 705)
09300. noncontroversial   (相邻汉明距离: 743)
09301. non-controversial  (相邻汉明距离: 119)
09302. non-profit         (相邻汉明距离: 757)
09303. relief society     (相邻汉明距离: 739)
09304. safety belt        (相邻汉明距离: 806)
09305. life jacket        (相邻汉明距离: 757)
09306. lifeguard          (相邻汉明距离: 610)
09307. referee            (相邻汉明距离: 707)
09308. coffer             (相邻汉明距离: 746)
09309. coffee table       (相邻汉明距离: 602)
09310. gourmet coffee     (相邻汉明距离: 653)
09311. chef d'oeuvre      (相邻汉明距离: 738)
09312. Napoleonic         (相邻汉明距离: 781)
09313. archduke           (相邻汉明距离: 761)
09314. deracinate         (相邻汉明距离: 741)
09315. derangement        (相邻汉明距离: 621)
09316. derrick            (相邻汉明距离: 665)
09317. derby              (相邻汉明距离: 632)
09318. erupt              (相邻汉明距离: 696)
09319. eruption           (相邻汉明距离: 370)
09320. crater             (相邻汉明距离: 720)
09321. crisis             (相邻汉明距离: 675)
09322. the Subprime Crisis (相邻汉明距离: 575)
09323. energy crisis      (相邻汉明距离: 778)
09324. energy conservation and emission reduction (相邻汉明距离: 669)
09325. energy-efficient   (相邻汉明距离: 710)
09326. soundproof         (相邻汉明距离: 764)
09327. theftproof         (相邻汉明距离: 718)
09328. thine              (相邻汉明距离: 756)
09329. Air                (相邻汉明距离: 737)
09330. God                (相邻汉明距离: 702)
09331. Allah              (相邻汉明距离: 542)
09332. deity              (相邻汉明距离: 647)
09333. depict             (相邻汉明距离: 761)
09334. declarative        (相邻汉明距离: 708)
09335. formalise          (相邻汉明距离: 705)
09336. professionalise    (相邻汉明距离: 661)
09337. concern oneself with (相邻汉明距离: 773)
09338. go into effect     (相邻汉明距离: 741)
09339. go into politics   (相邻汉明距离: 628)
09340. log into           (相邻汉明距离: 720)
09341. log in             (相邻汉明距离: 292)
09342. log out            (相邻汉明距离: 561)
09343. delete cells       (相邻汉明距离: 767)
09344. drop               (相邻汉明距离: 717)
09345. deploy             (相邻汉明距离: 614)
09346. propagate          (相邻汉明距离: 684)
09347. emanate            (相邻汉明距离: 657)
09348. NACK               (相邻汉明距离: 713)
09349. lose count of      (相邻汉明距离: 751)
09350. column report      (相邻汉明距离: 748)
09351. Roman Columns      (相邻汉明距离: 719)
09352. ancient            (相邻汉明距离: 793)
09353. ancient times      (相邻汉明距离: 375)
09354. seats of early civilization (相邻汉明距离: 736)
09355. economic history   (相邻汉明距离: 834)
09356. Social Studies     (相邻汉明距离: 739)
09357. Moral Studies      (相邻汉明距离: 736)
09358. ethicist           (相邻汉明距离: 673)
09359. ethic              (相邻汉明距离: 403)
09360. bioethics          (相邻汉明距离: 528)
09361. ethnology          (相邻汉明距离: 674)
09362. ethnical           (相邻汉明距离: 565)
09363. ethnically         (相邻汉明距离: 232)
09364. ethnicity          (相邻汉明距离: 421)
09365. demographics       (相邻汉明距离: 742)
09366. boomer             (相邻汉明距离: 785)
09367. Are you a boy      (相邻汉明距离: 721)
09368. Is it his bag      (相邻汉明距离: 743)
09369. He's in the park.  (相邻汉明距离: 698)
09370. No parking.        (相邻汉明距离: 723)
09371. see no need for    (相邻汉明距离: 768)
09372. Long time no see!  (相邻汉明距离: 754)
09373. It'll be like old times. (相邻汉明距离: 728)
09374. Older sister       (相邻汉明距离: 743)
09375. have supper        (相邻汉明距离: 766)
09376. knock sb up        (相邻汉明距离: 783)
09377. kung fu            (相邻汉明距离: 739)
09378. kungfu player      (相邻汉明距离: 490)
09379. play truant        (相邻汉明距离: 787)
09380. haulage            (相邻汉明距离: 801)
09381. pulley             (相邻汉明距离: 712)
09382. lay (put) by       (相邻汉明距离: 762)
09383. lay emphasis on sth (相邻汉明距离: 688)
09384. lay one's cards on the table (相邻汉明距离: 743)
09385. on the table       (相邻汉明距离: 626)
09386. ironing table      (相邻汉明距离: 637)
09387. dishtowel          (相邻汉明距离: 795)
09388. potholder          (相邻汉明距离: 745)
09389. leg warmers        (相邻汉明距离: 782)
09390. heat-regulating    (相邻汉明距离: 692)
09391. hind leg           (相邻汉明距离: 768)
09392. habilitation       (相邻汉明距离: 741)
09393. HOSP               (相邻汉明距离: 749)
09394. a host of          (相邻汉明距离: 676)
09395. Herr               (相邻汉明距离: 766)
09396. Monsieur           (相邻汉明距离: 667)
09397. Monsieur Verdoux   (相邻汉明距离: 612)
09398. American Gothic    (相邻汉明距离: 755)
09399. church tower       (相邻汉明距离: 752)
09400. computation center (相邻汉明距离: 789)
09401. floating-point computer (相邻汉明距离: 731)
09402. fuzzy logic        (相邻汉明距离: 735)
09403. context-free language (相邻汉明距离: 758)
09404. cruise control     (相邻汉明距离: 784)
09405. cpu cycle          (相邻汉明距离: 724)
09406. cyclical           (相邻汉明距离: 627)
09407. gigacycle          (相邻汉明距离: 623)
09408. ghz                (相邻汉明距离: 694)
09409. gem topaz          (相邻汉明距离: 723)
09410. geographer         (相邻汉明距离: 792)
09411. geographically     (相邻汉明距离: 455)
09412. geographical       (相邻汉明距离: 316)
09413. geometric          (相邻汉明距离: 519)
09414. cryptographic      (相邻汉明距离: 744)
09415. cryptography       (相邻汉明距离: 372)
09416. hash code          (相邻汉明距离: 733)
09417. MDK                (相邻汉明距离: 766)
09418. domain             (相邻汉明距离: 770)
09419. subfield           (相邻汉明距离: 684)
09420. main subject       (相邻汉明距离: 723)
09421. supersystem        (相邻汉明距离: 746)
09422. SIST               (相邻汉明距离: 671)
09423. certify            (相邻汉明距离: 744)
09424. cognizant          (相邻汉明距离: 724)
09425. cohere             (相邻汉明距离: 748)
09426. co-founder         (相邻汉明距离: 659)
09427. fourfold           (相邻汉明距离: 777)
09428. multiplication     (相邻汉明距离: 741)
09429. factoring          (相邻汉明距离: 687)
09430. quotient           (相邻汉明距离: 705)
09431. quintessence       (相邻汉明距离: 732)
09432. tress              (相邻汉明距离: 775)
09433. in tears           (相邻汉明距离: 731)
09434. (tears) stream down from (相邻汉明距离: 482)
09435. eyewash            (相邻汉明距离: 736)
09436. eye-liner          (相邻汉明距离: 657)
09437. May I use your pencil (相邻汉明距离: 772)
09438. Is Peter in the classroom (相邻汉明距离: 773)
09439. Proffessor Boffin  (相邻汉明距离: 815)
09440. discoverer         (相邻汉明距离: 803)
09441. interviewer        (相邻汉明距离: 700)
09442. interviewee        (相邻汉明距离: 386)
09443. interview          (相邻汉明距离: 454)
09444. internship         (相邻汉明距离: 637)
09445. internal strife    (相邻汉明距离: 741)
09446. chaos and confusion (相邻汉明距离: 711)
09447. in conflict        (相邻汉明距离: 693)
09448. continental climate (相邻汉明距离: 774)
09449. Europe*            (相邻汉明距离: 746)
09450. Moravia            (相邻汉明距离: 681)
09451. hometown           (相邻汉明距离: 750)
09452. Is she at home     (相邻汉明距离: 754)
09453. fiancee            (相邻汉明距离: 782)
09454. matchmaking        (相邻汉明距离: 737)
09455. mating             (相邻汉明距离: 620)
09456. mattress           (相邻汉明距离: 708)
09457. madras             (相邻汉明距离: 749)
09458. Nagpur             (相邻汉明距离: 577)
09459. Nile               (相邻汉明距离: 732)
09460. the North          (相邻汉明距离: 673)
09461. Northern Slope     (相邻汉明距离: 597)
09462. make a snowman     (相邻汉明距离: 701)
09463. make a journey     (相邻汉明距离: 747)
09464. jump to conclusions (相邻汉明距离: 739)
09465. draw a conclusion  (相邻汉明距离: 633)
09466. course of action   (相邻汉明距离: 787)
09467. course offering    (相邻汉明距离: 715)
09468. by degrees         (相邻汉明距离: 795)
09469. celsius            (相邻汉明距离: 635)
09470. lowest temperature (相邻汉明距离: 640)
09471. highest temperature (相邻汉明距离: 549)
09472. conduction         (相邻汉明距离: 815)
09473. connective tissue  (相邻汉明距离: 767)
09474. habit-forming      (相邻汉明距离: 748)
09475. habitable square mile (相邻汉明距离: 754)
09476. living quarters    (相邻汉明距离: 778)
09477. encampment         (相邻汉明距离: 724)
09478. do a bunk          (相邻汉明距离: 726)
09479. deck out           (相邻汉明距离: 765)
09480. deck with          (相邻汉明距离: 435)
09481. deck-chair         (相邻汉明距离: 582)
09482. highchair          (相邻汉明距离: 660)
09483. hi-fi              (相邻汉明距离: 726)
09484. high fidelity      (相邻汉明距离: 505)
09485. hard of hearing    (相邻汉明距离: 730)
09486. heavy industry     (相邻汉明距离: 728)
09487. ... it rained heavily (相邻汉明距离: 694)
09488. It's hard to say   (相邻汉明距离: 790)
09489. someplace          (相邻汉明距离: 794)
09490. countryside        (相邻汉明距离: 754)
09491. in nature          (相邻汉明距离: 792)
09492. tame nature        (相邻汉明距离: 512)
09493. lion tamer         (相邻汉明距离: 685)
09494. Louis Braille      (相邻汉明距离: 754)
09495. Polaroid           (相邻汉明距离: 755)
09496. a pocket-size camera (相邻汉明距离: 715)
09497. film recorder      (相邻汉明距离: 750)
09498. karaoke machine    (相邻汉明距离: 770)
09499. karaoke            (相邻汉明距离: 416)
09500. Karaoke            (相邻汉明距离: 128)
09501. koala bear         (相邻汉明距离: 782)
09502. koala              (相邻汉明距离: 306)
09503. kangaroo           (相邻汉明距离: 447)
09504. platypus           (相邻汉明距离: 573)
09505. rhinoceros         (相邻汉明距离: 728)
09506. herbivore          (相邻汉明距离: 744)
09507. creationist        (相邻汉明距离: 774)
09508. existentialist     (相邻汉明距离: 754)
09509. egocentric         (相邻汉明距离: 747)
09510. hypocenter         (相邻汉明距离: 730)
09511. hypothalamic       (相邻汉明距离: 714)
09512. hippocampus        (相邻汉明距离: 615)
09513. REM (rapid eye movement) (相邻汉明距离: 750)
09514. external memory    (相邻汉明距离: 727)
09515. external angle     (相邻汉明距离: 593)
09516. interior angle     (相邻汉明距离: 747)
09517. interpretation     (相邻汉明距离: 800)
09518. interactivity      (相邻汉明距离: 716)
09519. enactment          (相邻汉明距离: 699)
09520. hearsay            (相邻汉明距离: 766)
09521. whispered          (相邻汉明距离: 676)
09522. in silence         (相邻汉明距离: 695)
09523. lackadaisical      (相邻汉明距离: 753)
09524. soliloquy          (相邻汉明距离: 768)
09525. solace             (相邻汉明距离: 718)
09526. gosling            (相邻汉明距离: 697)
09527. springbok          (相邻汉明距离: 724)
09528. seals              (相邻汉明距离: 755)
09529. deep sea diver     (相邻汉明距离: 771)
09530. mountain climber   (相邻汉明距离: 764)
09531. climacteric        (相邻汉明距离: 705)
09532. gynaecocracy       (相邻汉明距离: 726)
09533. cytology           (相邻汉明距离: 741)
09534. mucus              (相邻汉明距离: 751)
09535. morgue             (相邻汉明距离: 768)
09536. death certificate  (相邻汉明距离: 735)
09537. death penalty      (相邻汉明距离: 648)
09538. extradite          (相邻汉明距离: 804)
09539. Justiteombudsman   (相邻汉明距离: 749)
09540. investiture        (相邻汉明距离: 766)
09541. investigative      (相邻汉明距离: 553)
09542. in evidence        (相邻汉明距离: 743)
09543. evident            (相邻汉明距离: 493)
09544. evidently          (相邻汉明距离: 279)
09545. give every appearance of (相邻汉明距离: 690)
09546. genuinely          (相邻汉明距离: 709)
09547. financially        (相邻汉明距离: 732)
09548. dollar sign        (相邻汉明距离: 749)
09549. demand deposit     (相邻汉明距离: 750)
09550. illiquid           (相邻汉明距离: 743)
09551. ill-chosen         (相邻汉明距离: 692)
09552. iterative          (相邻汉明距离: 745)
09553. hortative          (相邻汉明距离: 705)
09554. homologate         (相邻汉明距离: 745)
09555. hypothecate        (相邻汉明距离: 706)
09556. foreclosure        (相邻汉明距离: 727)
09557. recourse           (相邻汉明距离: 731)
09558. indemnification    (相邻汉明距离: 720)
09559. indemnity for risk (相邻汉明距离: 464)
09560. indenture system   (相邻汉明距离: 752)
09561. ratification       (相邻汉明距离: 755)
09562. repudiate          (相邻汉明距离: 733)
09563. putative           (相邻汉明距离: 711)
09564. gainsay            (相邻汉明距离: 748)
09565. gipsy              (相邻汉明距离: 744)
09566. gospel             (相邻汉明距离: 728)
09567. Gregorian chant    (相邻汉明距离: 701)
09568. litany             (相邻汉明距离: 731)
09569. loaves and fishes  (相邻汉明距离: 729)
09570. in one piece       (相邻汉明距离: 814)
09571. I'm in Class One,Grade Six. (相邻汉明距离: 722)
09572. I'm three.         (相邻汉明距离: 653)
09573. eight-thirty       (相邻汉明距离: 739)
09574. eightieth          (相邻汉明距离: 441)
09575. RITA               (相邻汉明距离: 745)
09576. JANET              (相邻汉明距离: 751)
09577. Shirley Temple     (相邻汉明距离: 806)
09578. shelter... from    (相邻汉明距离: 809)
09579. fallout shelter    (相邻汉明距离: 596)
09580. fire escape        (相邻汉明距离: 778)
09581. evasion of taxation (相邻汉明距离: 758)
09582. immunity from taxes (相邻汉明距离: 601)
09583. by taxi            (相邻汉明距离: 750)
09584. by subway          (相邻汉明距离: 724)
09585. ever-bubbling      (相邻汉明距离: 784)
09586. bulbous            (相邻汉明距离: 692)
09587. fit to drop (burst) (相邻汉明距离: 720)
09588. forced start       (相邻汉明距离: 713)
09589. install driver     (相邻汉明距离: 743)
09590. default driver     (相邻汉明距离: 504)
09591. driving licence    (相邻汉明距离: 736)
09592. driving-licence    (相邻汉明距离: 164)
09593. electioneering     (相邻汉明距离: 799)
09594. plebiscite         (相邻汉明距离: 712)
09595. in preference of   (相邻汉明距离: 711)
09596. default preferences (相邻汉明距离: 614)
09597. splice             (相邻汉明距离: 810)
09598. file merge         (相邻汉明距离: 716)
09599. file locking       (相邻汉明距离: 679)
09600. lock a file        (相邻汉明距离: 397)
09601. file attributes    (相邻汉明距离: 663)
09602. file extension     (相邻汉明距离: 628)
09603. file backup        (相邻汉明距离: 711)
09604. Apple file exchange (相邻汉明距离: 712)
09605. electronic mailbox (相邻汉明距离: 761)
09606. electronic shopping (相邻汉明距离: 602)
09607. do shopping        (相邻汉明距离: 521)
09608. do the shopping    (相邻汉明距离: 336)
09609. do well in         (相邻汉明距离: 753)
09610. put in a good word for (相邻汉明距离: 705)
09611. index word         (相邻汉明距离: 802)
09612. internet work      (相邻汉明距离: 716)
09613. internet cafe      (相邻汉明距离: 700)
09614. roam               (相邻汉明距离: 767)
09615. go rollerblading   (相邻汉明距离: 728)
09616. rising singers     (相邻汉明距离: 794)
09617. group singing      (相邻汉明距离: 653)
09618. for a (mere) song  (相邻汉明距离: 760)
09619. for god's sake     (相邻汉明距离: 745)
09620. greatness          (相邻汉明距离: 732)
09621. luxury             (相邻汉明距离: 721)
09622. latest fashions    (相邻汉明距离: 767)
09623. unfashionable      (相邻汉明距离: 723)
09624. underrate          (相邻汉明距离: 761)
09625. second-rate        (相邻汉明距离: 702)
09626. second-hand        (相邻汉明距离: 597)
09627. secondhand         (相邻汉明距离: 168)
09628. second to none     (相邻汉明距离: 612)
09629. big-name           (相邻汉明距离: 765)
09630. large button       (相邻汉明距离: 632)
09631. a push-button room service (相邻汉明距离: 732)
09632. cost-push inflation (相邻汉明距离: 782)
09633. inflated profits   (相邻汉明距离: 725)
09634. matching revenues and expenses (相邻汉明距离: 781)
09635. current expense    (相邻汉明距离: 699)
09636. cost of living supplement (相邻汉明距离: 726)
09637. spacesuit          (相邻汉明距离: 817)
09638. orbiter            (相邻汉明距离: 766)
09639. solar system       (相邻汉明距离: 758)
09640. plate tectonics    (相邻汉明距离: 750)
09641. earth plate        (相邻汉明距离: 626)
09642. earth-moving       (相邻汉明距离: 597)
09643. earsplitting       (相邻汉明距离: 761)
09644. stock split-up     (相邻汉明距离: 759)
09645. distributorship    (相邻汉明距离: 738)
09646. distribution system (相邻汉明距离: 599)
09647. distribution cost  (相邻汉明距离: 605)
09648. dosage             (相邻汉明距离: 770)
09649. digitalis          (相邻汉明距离: 736)
09650. diuretic           (相邻汉明距离: 673)
09651. emetic             (相邻汉明距离: 766)
09652. colicky            (相邻汉明距离: 690)
09653. dyspeptic          (相邻汉明距离: 691)
09654. a painful stomach  (相邻汉明距离: 728)
09655. butterflies in the stomach (相邻汉明距离: 561)
09656. hate sb.'s guts    (相邻汉明距离: 759)
09657. give sb. his due   (相邻汉明距离: 720)
09658. look down on sb    (相邻汉明距离: 728)
09659. don't be embarassed (相邻汉明距离: 749)
09660. feel so proud to be (相邻汉明距离: 726)
09661. false pride        (相邻汉明距离: 657)
09662. hairspray          (相邻汉明距离: 787)
09663. crisps             (相邻汉明距离: 778)
09664. critical value     (相邻汉明距离: 750)
09665. cost-volume-profit analysis (相邻汉明距离: 788)
09666. contra-revenue account (相邻汉明距离: 840)
09667. acuity             (相邻汉明距离: 800)
09668. psycho             (相邻汉明距离: 758)
09669. stereotype         (相邻汉明距离: 764)
09670. stereotypical      (相邻汉明距离: 402)
09671. male-dominated     (相邻汉明距离: 784)
09672. managing director  (相邻汉明距离: 816)
09673. management operating system (相邻汉明距离: 736)
09674. management studies (相邻汉明距离: 646)
09675. master program     (相邻汉明距离: 702)
09676. master's degree    (相邻汉明距离: 393)
09677. Medicaid           (相邻汉明距离: 803)
